customer_id,age,gender,tenure_months,monthly_usage_minutes,signup_date,is_churned,monthly_revenue,campaign_group,converted
356,62,Female,16,330,2022-05-05 03:13:46.613306654,0,35.42,control,0
357,68,Female,12,436,2022-05-05 11:37:18.519259630,0,17.16,control,0
358,25,Male,12,276,2022-05-05 20:00:50.425212606,0,26.71,control,0
359,44,Female,20,300,2022-05-06 04:24:22.331165582,0,25.89,treatment,0
360,44,Female,6,376,2022-05-06 12:47:54.237118560,1,24.96,treatment,0
361,51,Male,23,407,2022-05-06 21:11:26.143071536,0,35.75,treatment,0
362,38,Male,4,369,2022-05-07 05:34:58.049024512,0,29.03,treatment,0
363,47,Female,6,443,2022-05-07 13:58:29.954977488,0,25.41,treatment,0
364,50,Female,11,438,2022-05-07 22:22:01.860930466,1,20.47,control,0
365,45,Male,1,552,2022-05-08 06:45:33.766883442,0,29.88,treatment,1
366,64,Female,23,390,2022-05-08 15:09:05.672836418,0,22.36,treatment,0
367,50,Male,15,519,2022-05-08 23:32:37.578789394,0,21.37,control,0
368,22,Male,11,492,2022-05-09 07:56:09.484742372,0,37.41,treatment,0
369,65,Male,19,629,2022-05-09 16:19:41.390695348,0,36.58,control,0
370,36,Male,18,387,2022-05-10 00:43:13.296648324,0,26.09,treatment,0
371,21,Female,17,357,2022-05-10 09:06:45.202601300,0,17.45,treatment,1
372,52,Male,19,525,2022-05-10 17:30:17.108554278,0,23.39,treatment,1
373,66,Male,21,438,2022-05-11 01:53:49.014507254,0,37.95,control,0
374,34,Female,14,528,2022-05-11 10:17:20.920460230,0,33.74,treatment,1
375,61,Male,18,471,2022-05-11 18:40:52.826413206,0,26.23,control,0
376,45,Female,19,189,2022-05-12 03:04:24.732366184,0,30.47,treatment,1
377,47,Female,15,437,2022-05-12 11:27:56.638319160,0,13.4,treatment,0
378,46,Female,15,431,2022-05-12 19:51:28.544272136,0,12.8,control,1
379,63,Male,4,413,2022-05-13 04:15:00.450225112,1,31.36,control,0
380,23,Female,7,386,2022-05-13 12:38:32.356178090,0,34.05,treatment,0
381,52,Female,13,240,2022-05-13 21:02:04.262131066,0,30.01,control,0
382,58,Male,3,487,2022-05-14 05:25:36.168084042,0,26.82,treatment,0
383,54,Female,16,437,2022-05-14 13:49:08.074037018,0,15.91,treatment,0
384,41,Female,9,510,2022-05-14 22:12:39.979989996,0,37.95,control,0
385,46,Female,8,246,2022-05-15 06:36:11.885942972,0,20.9,control,1
386,66,Female,20,450,2022-05-15 14:59:43.791895948,0,35.63,control,0
387,63,Female,13,376,2022-05-15 23:23:15.697848924,0,31.06,treatment,0
388,48,Male,17,414,2022-05-16 07:46:47.603801900,0,29.58,control,0
389,52,Female,17,377,2022-05-16 16:10:19.509754878,0,19.58,treatment,0
390,50,Female,17,454,2022-05-17 00:33:51.415707854,0,19.69,control,1
391,69,Male,1,383,2022-05-17 08:57:23.321660830,0,33.12,control,0
392,38,Male,8,294,2022-05-17 17:20:55.227613806,0,30.63,control,0
393,49,Male,19,408,2022-05-18 01:44:27.133566784,0,30.38,control,0
394,40,Female,6,378,2022-05-18 10:07:59.039519760,1,29.7,control,0
395,50,Male,3,391,2022-05-18 18:31:30.945472736,0,14.51,treatment,0
396,20,Female,5,81,2022-05-19 02:55:02.851425712,0,38.12,control,0
397,35,Female,13,468,2022-05-19 11:18:34.757378690,0,27.15,control,0
398,42,Male,15,368,2022-05-19 19:42:06.663331666,1,19.28,treatment,0
399,59,Male,14,265,2022-05-20 04:05:38.569284642,0,13.93,treatment,0
400,48,Female,23,492,2022-05-20 12:29:10.475237618,0,34.55,treatment,0
401,20,Male,16,463,2022-05-20 20:52:42.381190596,1,25.23,treatment,1
402,57,Female,18,367,2022-05-21 05:16:14.287143572,1,31.99,control,0
403,63,Male,22,284,2022-05-21 13:39:46.193096548,0,24.89,control,0
404,41,Male,22,417,2022-05-21 22:03:18.099049524,0,21.52,treatment,0
405,67,Male,11,412,2022-05-22 06:26:50.005002502,0,36.91,control,0
406,49,Female,3,492,2022-05-22 14:50:21.910955478,0,32.47,treatment,0
407,64,Male,22,355,2022-05-22 23:13:53.816908454,0,42.79,treatment,0
408,39,Female,10,519,2022-05-23 07:37:25.722861430,0,31.62,control,0
409,40,Female,10,345,2022-05-23 16:00:57.628814408,0,35.86,control,0
410,19,Female,21,265,2022-05-24 00:24:29.534767384,0,39.38,treatment,0
411,44,Female,16,286,2022-05-24 08:48:01.440720360,0,34.44,control,0
412,59,Male,12,393,2022-05-24 17:11:33.346673336,0,26.93,treatment,1
413,19,Female,2,393,2022-05-25 01:35:05.252626314,0,25.44,treatment,1
414,43,Female,9,432,2022-05-25 09:58:37.158579290,0,29.36,treatment,1
415,34,Male,3,390,2022-05-25 18:22:09.064532266,1,30.06,treatment,1
416,57,Female,15,497,2022-05-26 02:45:40.970485242,0,23.87,control,0
417,50,Male,3,373,2022-05-26 11:09:12.876438220,0,35.22,treatment,1
418,26,Female,19,200,2022-05-26 19:32:44.782391196,1,21.73,treatment,1
419,60,Male,18,387,2022-05-27 03:56:16.688344172,0,19.97,treatment,0
420,65,Female,8,199,2022-05-27 12:19:48.594297148,0,34.83,control,0
421,56,Male,17,427,2022-05-27 20:43:20.500250126,1,22.42,treatment,0
422,46,Female,8,505,2022-05-28 05:06:52.406203102,0,25.6,treatment,1
423,59,Female,7,301,2022-05-28 13:30:24.312156078,0,31.02,control,1
424,43,Male,7,541,2022-05-28 21:53:56.218109054,0,25.91,treatment,1
425,52,Male,3,484,2022-05-29 06:17:28.124062032,0,31.98,treatment,0
426,67,Male,1,520,2022-05-29 14:41:00.030015008,0,28.66,treatment,0
427,42,Male,4,418,2022-05-29 23:04:31.935967984,1,21.92,treatment,1
428,41,Female,5,300,2022-05-30 07:28:03.841920960,0,28.9,control,0
429,30,Female,1,478,2022-05-30 15:51:35.747873936,0,26.46,control,1
430,24,Male,15,337,2022-05-31 00:15:07.653826914,0,35.08,control,0
431,53,Female,5,411,2022-05-31 08:38:39.559779890,0,37.04,treatment,0
432,62,Male,13,382,2022-05-31 17:02:11.465732866,0,25.93,control,0
433,37,Male,8,512,2022-06-01 01:25:43.371685842,0,23.68,control,0
434,18,Female,8,473,2022-06-01 09:49:15.277638820,0,16.56,treatment,0
435,25,Female,5,391,2022-06-01 18:12:47.183591796,0,23.49,control,1
436,63,Female,9,204,2022-06-02 02:36:19.089544772,0,27.41,control,0
437,33,Female,1,336,2022-06-02 10:59:50.995497748,0,19.29,control,0
438,31,Female,4,470,2022-06-02 19:23:22.901450726,0,37.15,treatment,0
439,29,Female,3,428,2022-06-03 03:46:54.807403702,0,32.1,treatment,1
440,68,Female,2,249,2022-06-03 12:10:26.713356678,0,29.04,control,0
441,40,Male,8,219,2022-06-03 20:33:58.619309654,0,29.87,control,0
442,32,Male,23,419,2022-06-04 04:57:30.525262632,0,32.45,treatment,0
443,45,Male,9,294,2022-06-04 13:21:02.431215608,0,35.06,treatment,0
444,51,Male,2,303,2022-06-04 21:44:34.337168584,1,22.54,treatment,1
445,19,Male,14,467,2022-06-05 06:08:06.243121560,0,27.53,treatment,1
446,49,Female,14,520,2022-06-05 14:31:38.149074538,0,28.86,control,0
447,40,Male,4,324,2022-06-05 22:55:10.055027514,0,31.38,treatment,0
448,39,Male,6,395,2022-06-06 07:18:41.960980490,0,28.54,control,1
449,68,Male,11,392,2022-06-06 15:42:13.866933466,0,36.98,treatment,1
450,42,Male,3,383,2022-06-07 00:05:45.772886444,0,39.82,treatment,1
451,39,Male,8,404,2022-06-07 08:29:17.678839420,0,32.75,treatment,1
452,39,Male,3,475,2022-06-07 16:52:49.584792396,1,25.84,treatment,1
453,66,Male,14,332,2022-06-08 01:16:21.490745372,1,18.12,control,1
454,69,Female,13,247,2022-06-08 09:39:53.396698350,0,33.07,control,0
455,59,Female,13,569,2022-06-08 18:03:25.302651326,0,22.06,control,0
456,23,Male,2,508,2022-06-09 02:26:57.208604302,0,33.06,treatment,1
457,32,Female,13,289,2022-06-09 10:50:29.114557278,0,25.65,control,0
458,60,Female,19,413,2022-06-09 19:14:01.020510256,0,35.97,treatment,0
459,54,Female,6,501,2022-06-10 03:37:32.926463232,0,34.0,treatment,0
460,50,Female,16,474,2022-06-10 12:01:04.832416208,0,31.78,control,1
461,25,Male,2,446,2022-06-10 20:24:36.738369184,0,30.31,treatment,1
462,61,Female,8,382,2022-06-11 04:48:08.644322162,0,12.93,treatment,0
463,61,Female,17,572,2022-06-11 13:11:40.550275138,0,20.29,control,0
464,22,Female,23,422,2022-06-11 21:35:12.456228114,0,28.95,treatment,1
465,56,Male,2,348,2022-06-12 05:58:44.362181090,0,42.16,treatment,0
466,21,Male,10,487,2022-06-12 14:22:16.268134068,0,34.52,control,0
467,23,Male,16,409,2022-06-12 22:45:48.174087044,0,44.51,control,0
468,62,Male,6,434,2022-06-13 07:09:20.080040020,1,25.39,treatment,0
469,49,Male,2,420,2022-06-13 15:32:51.985992996,0,29.75,control,0
470,69,Male,2,449,2022-06-13 23:56:23.891945974,0,41.4,treatment,0
471,47,Male,13,302,2022-06-14 08:19:55.797898950,0,28.73,control,0
472,64,Female,15,254,2022-06-14 16:43:27.703851926,0,22.11,treatment,0
473,52,Female,2,543,2022-06-15 01:06:59.609804902,0,32.53,control,0
474,57,Female,7,424,2022-06-15 09:30:31.515757878,0,38.98,control,0
475,69,Male,3,477,2022-06-15 17:54:03.421710856,0,23.39,treatment,1
476,33,Male,8,224,2022-06-16 02:17:35.327663832,0,34.71,control,0
477,30,Male,23,506,2022-06-16 10:41:07.233616808,0,29.25,control,1
478,67,Male,14,347,2022-06-16 19:04:39.139569784,0,33.61,treatment,1
479,59,Male,23,319,2022-06-17 03:28:11.045522762,0,32.51,control,0
480,47,Female,22,393,2022-06-17 11:51:42.951475738,0,26.69,control,0
481,36,Female,7,302,2022-06-17 20:15:14.857428714,0,29.15,control,0
482,34,Male,21,399,2022-06-18 04:38:46.763381690,0,27.17,treatment,1
483,36,Male,7,386,2022-06-18 13:02:18.669334668,0,30.95,control,0
484,45,Male,1,506,2022-06-18 21:25:50.575287644,0,23.23,treatment,1
485,43,Male,17,551,2022-06-19 05:49:22.481240620,0,25.14,treatment,1
486,54,Female,9,548,2022-06-19 14:12:54.387193596,1,25.63,control,0
487,43,Male,21,173,2022-06-19 22:36:26.293146574,0,33.13,treatment,0
488,40,Male,13,306,2022-06-20 06:59:58.199099550,0,18.68,treatment,0
489,26,Male,21,172,2022-06-20 15:23:30.105052526,0,29.14,treatment,1
490,29,Male,19,280,2022-06-20 23:47:02.011005502,0,24.33,treatment,1
491,18,Female,21,335,2022-06-21 08:10:33.916958480,1,28.04,control,0
492,18,Male,19,441,2022-06-21 16:34:05.822911456,0,24.72,control,1
493,64,Male,22,348,2022-06-22 00:57:37.728864432,0,31.56,control,0
494,51,Female,17,350,2022-06-22 09:21:09.634817408,0,28.74,treatment,0
495,49,Female,23,418,2022-06-22 17:44:41.540770386,0,35.69,treatment,1
496,65,Female,23,229,2022-06-23 02:08:13.446723362,0,33.21,control,0
497,42,Male,10,316,2022-06-23 10:31:45.352676338,1,25.26,treatment,0
498,57,Male,10,349,2022-06-23 18:55:17.258629314,0,22.32,control,0
499,62,Female,4,379,2022-06-24 03:18:49.164582292,0,28.62,treatment,0
500,18,Female,8,407,2022-06-24 11:42:21.070535268,1,21.41,control,0
501,33,Female,22,550,2022-06-24 20:05:52.976488244,0,23.03,control,0
502,56,Female,20,490,2022-06-25 04:29:24.882441220,0,40.43,control,0
503,22,Female,20,323,2022-06-25 12:52:56.788394198,0,36.92,treatment,0
504,39,Female,18,373,2022-06-25 21:16:28.694347174,0,16.84,control,0
505,46,Male,14,367,2022-06-26 05:40:00.600300150,0,32.76,treatment,1
506,20,Male,18,348,2022-06-26 14:03:32.506253126,0,29.63,treatment,1
507,29,Male,14,427,2022-06-26 22:27:04.412206104,0,39.95,control,0
508,43,Female,20,214,2022-06-27 06:50:36.318159080,0,17.44,control,0
509,33,Female,21,488,2022-06-27 15:14:08.224112056,0,46.48,treatment,0
510,68,Female,15,569,2022-06-27 23:37:40.130065032,0,23.26,treatment,1
511,54,Female,22,373,2022-06-28 08:01:12.036018010,0,33.03,control,0
512,39,Female,4,371,2022-06-28 16:24:43.941970986,0,25.15,control,0
513,46,Female,13,415,2022-06-29 00:48:15.847923962,0,26.99,treatment,1
514,31,Male,23,501,2022-06-29 09:11:47.753876938,0,16.48,control,0
515,45,Male,8,367,2022-06-29 17:35:19.659829914,0,39.58,control,1
516,22,Female,18,493,2022-06-30 01:58:51.565782892,0,27.84,control,0
517,64,Male,12,448,2022-06-30 10:22:23.471735868,0,28.39,control,0
518,66,Female,23,636,2022-06-30 18:45:55.377688844,0,48.5,treatment,0
519,47,Male,14,367,2022-07-01 03:09:27.283641820,0,37.68,treatment,1
520,63,Female,2,202,2022-07-01 11:32:59.189594798,0,24.65,control,0
521,69,Female,18,256,2022-07-01 19:56:31.095547774,0,25.12,control,0
522,22,Male,2,401,2022-07-02 04:20:03.001500750,0,32.08,treatment,0
523,29,Male,11,502,2022-07-02 12:43:34.907453726,0,36.17,treatment,0
524,33,Female,9,334,2022-07-02 21:07:06.813406704,1,22.63,treatment,0
525,43,Female,12,376,2022-07-03 05:30:38.719359680,0,17.14,treatment,1
526,43,Male,17,468,2022-07-03 13:54:10.625312656,0,35.82,treatment,1
527,65,Male,15,303,2022-07-03 22:17:42.531265632,0,37.1,control,1
528,38,Female,17,338,2022-07-04 06:41:14.437218610,0,23.68,control,0
529,56,Male,18,283,2022-07-04 15:04:46.343171586,0,27.12,treatment,0
530,53,Female,22,517,2022-07-04 23:28:18.249124562,0,16.96,treatment,0
531,50,Female,6,554,2022-07-05 07:51:50.155077538,0,25.99,control,0
532,47,Female,17,242,2022-07-05 16:15:22.061030516,0,31.86,treatment,0
533,54,Female,23,385,2022-07-06 00:38:53.966983492,0,42.75,treatment,1
534,40,Male,18,540,2022-07-06 09:02:25.872936468,0,43.49,control,0
535,27,Male,8,439,2022-07-06 17:25:57.778889444,0,21.77,control,1
536,22,Male,9,351,2022-07-07 01:49:29.684842422,0,41.66,control,0
537,53,Male,6,245,2022-07-07 10:13:01.590795398,0,14.41,control,1
538,51,Male,5,515,2022-07-07 18:36:33.496748374,0,25.32,treatment,1
539,69,Male,12,436,2022-07-08 03:00:05.402701350,0,27.59,control,0
540,48,Male,11,252,2022-07-08 11:23:37.308654328,1,22.66,treatment,0
541,27,Female,1,518,2022-07-08 19:47:09.214607304,1,27.54,treatment,0
542,36,Male,11,239,2022-07-09 04:10:41.120560280,0,32.93,treatment,0
543,49,Male,19,377,2022-07-09 12:34:13.026513256,0,28.54,treatment,1
544,18,Female,9,373,2022-07-09 20:57:44.932466234,0,37.68,control,0
545,22,Male,2,561,2022-07-10 05:21:16.838419210,0,35.53,treatment,1
546,62,Male,12,373,2022-07-10 13:44:48.744372186,0,27.68,treatment,0
547,21,Female,4,373,2022-07-10 22:08:20.650325162,0,36.74,treatment,0
548,33,Male,4,263,2022-07-11 06:31:52.556278140,1,28.3,control,0
549,41,Male,18,335,2022-07-11 14:55:24.462231116,0,24.61,control,0
550,33,Male,15,318,2022-07-11 23:18:56.368184092,0,43.4,control,0
551,19,Female,19,323,2022-07-12 07:42:28.274137068,0,25.33,control,1
552,66,Male,13,400,2022-07-12 16:06:00.180090046,0,41.28,control,0
553,45,Male,19,156,2022-07-13 00:29:32.086043022,0,25.63,treatment,0
554,49,Female,17,248,2022-07-13 08:53:03.991995998,0,36.13,control,0
555,44,Male,6,388,2022-07-13 17:16:35.897948974,0,31.44,treatment,1
556,37,Female,16,412,2022-07-14 01:40:07.803901950,0,15.72,control,0
557,41,Female,12,376,2022-07-14 10:03:39.709854928,1,22.3,treatment,1
558,29,Male,19,395,2022-07-14 18:27:11.615807904,0,22.84,control,0
559,67,Female,5,359,2022-07-15 02:50:43.521760880,0,19.84,treatment,1
560,52,Female,17,398,2022-07-15 11:14:15.427713856,0,24.88,control,0
561,50,Male,23,443,2022-07-15 19:37:47.333666834,0,50.25,treatment,0
562,50,Female,1,442,2022-07-16 04:01:19.239619810,0,19.97,treatment,1
563,68,Female,23,331,2022-07-16 12:24:51.145572786,1,23.29,treatment,0
564,60,Male,10,491,2022-07-16 20:48:23.051525762,0,21.01,treatment,0
565,54,Male,15,415,2022-07-17 05:11:54.957478740,1,21.97,treatment,1
566,29,Male,23,523,2022-07-17 13:35:26.863431716,0,17.2,treatment,0
567,20,Female,21,543,2022-07-17 21:58:58.769384692,0,32.52,control,0
568,18,Male,21,255,2022-07-18 06:22:30.675337668,1,22.49,control,1
569,50,Female,11,314,2022-07-18 14:46:02.581290646,0,20.95,treatment,1
570,57,Female,13,481,2022-07-18 23:09:34.487243622,0,36.99,treatment,1
571,27,Female,5,233,2022-07-19 07:33:06.393196598,0,37.83,treatment,0
572,60,Female,1,542,2022-07-19 15:56:38.299149574,0,33.26,treatment,1
573,61,Female,12,365,2022-07-20 00:20:10.205102552,0,39.37,treatment,0
574,46,Female,11,457,2022-07-20 08:43:42.111055528,1,21.76,treatment,0
575,30,Female,17,388,2022-07-20 17:07:14.017008504,0,32.58,treatment,0
576,29,Male,4,260,2022-07-21 01:30:45.922961480,0,27.24,control,1
577,48,Male,15,505,2022-07-21 09:54:17.828914458,1,25.28,treatment,0
578,63,Female,9,675,2022-07-21 18:17:49.734867434,0,31.75,treatment,0
579,19,Female,21,348,2022-07-22 02:41:21.640820410,0,31.27,control,1
580,68,Male,20,367,2022-07-22 11:04:53.546773386,0,29.76,control,0
581,67,Female,19,135,2022-07-22 19:28:25.452726364,0,32.99,treatment,0
582,52,Male,19,535,2022-07-23 03:51:57.358679340,0,41.3,control,0
583,40,Male,12,491,2022-07-23 12:15:29.264632316,1,31.99,control,1
584,34,Male,5,226,2022-07-23 20:39:01.170585292,0,22.34,control,1
585,43,Female,10,193,2022-07-24 05:02:33.076538270,0,28.02,treatment,0
586,25,Female,17,205,2022-07-24 13:26:04.982491246,0,28.91,treatment,0
587,46,Male,5,464,2022-07-24 21:49:36.888444222,0,37.87,control,0
588,43,Male,22,474,2022-07-25 06:13:08.794397198,0,30.85,treatment,0
589,27,Male,16,307,2022-07-25 14:36:40.700350176,0,20.81,treatment,0
590,43,Male,7,449,2022-07-25 23:00:12.606303152,0,36.44,treatment,1
591,51,Male,9,415,2022-07-26 07:23:44.512256128,0,35.16,control,1
592,68,Female,3,363,2022-07-26 15:47:16.418209104,0,30.86,control,1
593,58,Male,15,497,2022-07-27 00:10:48.324162082,0,37.59,control,0
594,24,Female,16,279,2022-07-27 08:34:20.230115058,0,38.92,control,0
595,21,Male,18,514,2022-07-27 16:57:52.136068034,0,26.98,treatment,0
596,67,Female,14,327,2022-07-28 01:21:24.042021010,0,22.8,treatment,0
597,62,Female,3,578,2022-07-28 09:44:55.947973988,0,29.9,treatment,1
598,28,Female,12,299,2022-07-28 18:08:27.853926964,0,34.29,control,0
599,46,Female,9,364,2022-07-29 02:31:59.759879940,0,29.16,control,0
600,53,Female,7,405,2022-07-29 10:55:31.665832916,0,22.09,treatment,0
601,42,Female,9,405,2022-07-29 19:19:03.571785892,0,31.3,control,0
602,38,Male,13,449,2022-07-30 03:42:35.477738868,0,13.73,control,1
603,53,Female,18,271,2022-07-30 12:06:07.383691844,0,27.4,treatment,0
604,27,Male,5,396,2022-07-30 20:29:39.289644824,0,36.81,control,0
605,54,Female,13,413,2022-07-31 04:53:11.195597800,0,37.24,control,0
606,26,Female,4,347,2022-07-31 13:16:43.101550776,1,27.55,treatment,0
607,41,Male,2,440,2022-07-31 21:40:15.007503752,1,25.66,control,1
608,52,Female,16,265,2022-08-01 06:03:46.913456728,0,34.79,treatment,0
609,66,Male,9,367,2022-08-01 14:27:18.819409704,0,20.59,treatment,0
610,52,Male,9,324,2022-08-01 22:50:50.725362680,0,27.02,control,1
611,65,Male,6,367,2022-08-02 07:14:22.631315656,0,39.66,treatment,0
612,53,Male,11,544,2022-08-02 15:37:54.537268636,0,26.13,control,1
613,35,Female,22,546,2022-08-03 00:01:26.443221612,0,42.79,control,0
614,66,Female,22,527,2022-08-03 08:24:58.349174588,0,24.07,control,0
615,56,Male,1,353,2022-08-03 16:48:30.255127564,0,41.28,control,1
616,49,Female,4,490,2022-08-04 01:12:02.161080540,1,14.93,control,0
617,41,Female,13,411,2022-08-04 09:35:34.067033516,0,22.97,control,0
618,40,Male,23,404,2022-08-04 17:59:05.972986492,0,41.31,control,0
619,49,Female,13,392,2022-08-05 02:22:37.878939468,0,20.35,control,0
620,54,Male,13,575,2022-08-05 10:46:09.784892448,0,23.63,control,1
621,29,Male,2,536,2022-08-05 19:09:41.690845424,0,33.92,treatment,0
622,66,Female,9,474,2022-08-06 03:33:13.596798400,0,30.65,treatment,0
623,30,Female,8,382,2022-08-06 11:56:45.502751376,0,32.19,control,0
624,40,Female,7,403,2022-08-06 20:20:17.408704352,0,27.05,control,0
625,42,Male,4,453,2022-08-07 04:43:49.314657328,0,20.4,control,1
626,52,Male,18,347,2022-08-07 13:07:21.220610304,1,31.68,treatment,0
627,58,Female,3,493,2022-08-07 21:30:53.126563280,0,40.56,treatment,0
628,47,Female,6,307,2022-08-08 05:54:25.032516260,0,19.3,control,0
629,34,Female,12,439,2022-08-08 14:17:56.938469236,0,43.16,control,0
630,66,Female,12,171,2022-08-08 22:41:28.844422212,0,32.53,control,1
631,37,Male,21,344,2022-08-09 07:05:00.750375188,0,25.23,treatment,0
632,65,Female,8,607,2022-08-09 15:28:32.656328164,0,13.98,control,0
633,42,Male,22,503,2022-08-09 23:52:04.562281140,0,15.03,treatment,0
634,39,Male,22,553,2022-08-10 08:15:36.468234116,0,27.15,treatment,0
635,30,Female,1,333,2022-08-10 16:39:08.374187092,0,26.18,control,0
636,36,Female,4,410,2022-08-11 01:02:40.280140072,0,30.94,treatment,0
637,66,Female,21,528,2022-08-11 09:26:12.186093048,1,26.84,control,0
638,53,Male,11,463,2022-08-11 17:49:44.092046024,0,34.3,treatment,1
639,29,Female,3,450,2022-08-12 02:13:15.997999000,0,28.97,treatment,1
640,58,Female,13,563,2022-08-12 10:36:47.903951976,0,39.73,control,0
641,36,Male,17,295,2022-08-12 19:00:19.809904952,1,31.68,control,0
642,29,Female,22,381,2022-08-13 03:23:51.715857928,0,42.8,treatment,0
643,26,Male,22,224,2022-08-13 11:47:23.621810904,0,24.62,treatment,0
644,24,Female,10,290,2022-08-13 20:10:55.527763880,0,20.82,treatment,0
645,45,Male,21,507,2022-08-14 04:34:27.433716860,0,14.0,control,0
646,31,Female,12,308,2022-08-14 12:57:59.339669836,0,29.16,control,1
647,48,Female,15,473,2022-08-14 21:21:31.245622812,0,20.12,control,0
648,69,Male,21,565,2022-08-15 05:45:03.151575788,1,20.48,control,0
649,36,Male,10,382,2022-08-15 14:08:35.057528764,0,38.27,treatment,1
650,64,Female,14,451,2022-08-15 22:32:06.963481740,1,15.97,treatment,1
651,33,Male,13,474,2022-08-16 06:55:38.869434716,0,30.83,treatment,1
652,22,Male,5,277,2022-08-16 15:19:10.775387692,0,29.33,treatment,0
653,52,Male,6,338,2022-08-16 23:42:42.681340672,1,23.96,treatment,0
654,29,Male,2,299,2022-08-17 08:06:14.587293648,0,41.07,control,0
655,42,Female,22,346,2022-08-17 16:29:46.493246624,0,23.39,control,1
656,69,Female,17,471,2022-08-18 00:53:18.399199600,0,41.08,treatment,1
657,38,Male,4,340,2022-08-18 09:16:50.305152576,0,15.92,treatment,0
658,53,Male,14,396,2022-08-18 17:40:22.211105552,0,35.21,treatment,1
659,40,Male,10,295,2022-08-19 02:03:54.117058528,0,41.81,treatment,0
660,33,Male,3,522,2022-08-19 10:27:26.023011504,0,-2.43,treatment,0
661,56,Female,3,345,2022-08-19 18:50:57.928964484,0,29.72,treatment,1
662,62,Female,15,552,2022-08-20 03:14:29.834917460,0,29.07,treatment,1
663,59,Male,6,406,2022-08-20 11:38:01.740870436,0,30.57,treatment,0
664,56,Male,17,259,2022-08-20 20:01:33.646823412,0,43.69,control,0
665,31,Male,12,382,2022-08-21 04:25:05.552776388,0,23.89,treatment,0
666,48,Female,22,293,2022-08-21 12:48:37.458729364,0,20.52,treatment,1
667,22,Male,20,458,2022-08-21 21:12:09.364682340,0,30.63,control,0
668,52,Female,11,373,2022-08-22 05:35:41.270635316,0,38.99,control,0
669,40,Male,4,416,2022-08-22 13:59:13.176588296,1,22.83,treatment,0
670,46,Female,6,363,2022-08-22 22:22:45.082541272,0,30.27,control,0
671,60,Male,1,344,2022-08-23 06:46:16.988494248,0,28.17,control,0
672,28,Female,20,302,2022-08-23 15:09:48.894447224,0,13.94,treatment,1
673,35,Male,23,483,2022-08-23 23:33:20.800400200,0,34.69,control,1
674,64,Male,16,382,2022-08-24 07:56:52.706353176,0,35.64,treatment,1
675,29,Male,15,368,2022-08-24 16:20:24.612306152,0,24.46,treatment,1
676,26,Female,17,380,2022-08-25 00:43:56.518259128,0,26.28,treatment,1
677,27,Male,8,332,2022-08-25 09:07:28.424212108,1,30.12,control,0
678,61,Female,12,368,2022-08-25 17:31:00.330165084,0,36.94,control,0
679,34,Female,22,420,2022-08-26 01:54:32.236118060,0,27.07,treatment,1
680,55,Male,21,296,2022-08-26 10:18:04.142071036,0,28.81,treatment,1
681,24,Male,10,311,2022-08-26 18:41:36.048024012,1,33.29,control,0
682,63,Male,15,537,2022-08-27 03:05:07.953976988,0,32.62,treatment,0
683,30,Female,9,363,2022-08-27 11:28:39.859929964,0,34.51,control,1
684,57,Male,2,344,2022-08-27 19:52:11.765882940,0,31.4,control,0
685,59,Female,5,265,2022-08-28 04:15:43.671835916,0,31.58,control,0
686,26,Female,6,485,2022-08-28 12:39:15.577788896,0,31.5,control,0
687,67,Male,7,294,2022-08-28 21:02:47.483741872,0,33.62,control,0
688,44,Male,21,398,2022-08-29 05:26:19.389694848,0,34.01,control,1
689,19,Male,1,229,2022-08-29 13:49:51.295647824,0,20.2,treatment,0
690,22,Male,23,481,2022-08-29 22:13:23.201600800,0,25.22,treatment,0
691,46,Male,7,517,2022-08-30 06:36:55.107553776,0,28.37,control,0
692,54,Male,20,448,2022-08-30 15:00:27.013506752,0,33.61,control,0
693,55,Female,12,246,2022-08-30 23:23:58.919459728,0,42.78,treatment,0
694,36,Female,16,483,2022-08-31 07:47:30.825412708,0,23.49,treatment,0
695,25,Female,16,317,2022-08-31 16:11:02.731365684,0,37.03,treatment,0
696,65,Male,11,282,2022-09-01 00:34:34.637318660,0,25.45,treatment,0
697,62,Female,21,361,2022-09-01 08:58:06.543271636,0,40.96,treatment,0
698,18,Female,4,359,2022-09-01 17:21:38.449224612,0,45.3,treatment,1
699,39,Female,13,349,2022-09-02 01:45:10.355177588,0,16.02,treatment,0
700,69,Female,7,527,2022-09-02 10:08:42.261130564,0,27.39,treatment,0
701,34,Female,4,601,2022-09-02 18:32:14.167083540,0,11.2,control,0
702,24,Male,15,263,2022-09-03 02:55:46.073036520,0,16.48,treatment,0
703,42,Male,19,331,2022-09-03 11:19:17.978989496,1,25.6,control,0
704,62,Female,9,414,2022-09-03 19:42:49.884942472,0,34.99,treatment,1
705,21,Female,11,361,2022-09-04 04:06:21.790895448,1,14.82,treatment,0
706,53,Female,8,439,2022-09-04 12:29:53.696848424,0,36.41,treatment,1
707,23,Male,1,491,2022-09-04 20:53:25.602801400,0,34.86,treatment,0
708,48,Male,23,474,2022-09-05 05:16:57.508754376,0,33.88,treatment,1
709,36,Female,8,460,2022-09-05 13:40:29.414707352,0,30.89,control,0
710,61,Male,13,565,2022-09-05 22:04:01.320660332,0,28.95,treatment,0
711,56,Male,22,241,2022-09-06 06:27:33.226613308,0,38.16,control,1
712,44,Female,4,548,2022-09-06 14:51:05.132566284,0,30.1,control,0
